ds,yhat,yhat_lower,yhat_upper
2022-04-13,50520.36223067122,27187.31016208081,73516.02521592878
2022-04-14,52019.84769241562,30149.65079195559,73766.45274622948
2022-04-15,54402.711422894135,32704.031193949577,76113.11402148618
2022-04-16,52618.94154103922,30183.58231581046,76623.57922652575
2022-04-17,53452.68394578055,31177.67489007786,76904.33632432886
2022-04-18,52008.5687828024,31157.805507659617,75760.90227177269
2022-04-19,55046.55654348254,32592.15152009371,78099.20890560647
2022-04-20,52958.302877655464,30989.12725931682,76654.5119576226
2022-04-21,54218.00218247633,30888.808916261067,76839.01476450446
2022-04-22,56323.3137271558,34121.74836453118,79031.88862618114
2022-04-23,54230.85201846551,30534.021864839135,77889.51718078091
2022-04-24,54731.973058116804,32542.91776214191,77648.3942984657
2022-04-25,52938.91282333942,30415.392462574593,74320.3031993704
2022-04-26,55619.438664473055,31897.14913972034,78406.9174392972
2022-04-27,53173.01815934374,31411.904088378647,75071.90155307022
2022-04-28,54081.470898283515,33195.120999132385,77947.62362494816
2022-04-29,55849.7121671349,32809.34524811576,75454.70232589079
2022-04-30,53441.075087347344,30651.232093214385,75390.11341563408
2022-05-01,53652.947226930606,31587.23465194287,75834.89188293589
2022-05-02,51602.78176453916,28111.320203475145,74116.82938496754
2022-05-03,54062.646936592784,32159.88151281815,75562.86519612327
2022-05-04,51435.32055014799,29850.922198953987,73896.6554972962
2022-05-05,52204.896430310095,28195.406059976896,73397.61180116661
2022-05-06,53877.512287743,30463.921304441228,75846.51332059309
2022-05-07,51416.68520543634,30008.33393519166,73104.91317518397
2022-05-08,51618.98954543945,29242.4844091568,74470.4604202764
2022-05-09,49600.13534094997,27166.730043124666,72471.51922795008
2022-05-10,52129.60815613042,28686.170954207715,73164.86816870577
2022-05-11,49606.87382959899,25968.055492364194,73121.26131370392
2022-05-12,50512.11104704986,28783.9666332036,74062.35822005499
2022-05-13,52347.07696231251,29262.47274275427,75065.86529993222
2022-05-14,50070.58751023876,26140.335838306197,70372.08622084731
2022-05-15,50474.34256198186,26534.90192288628,73267.55791221738
2022-05-16,48669.14937416108,26739.173201833575,70817.58055722027
2022-05-17,51419.70088345636,27594.07331506309,74529.54429042792
2022-05-18,49120.90813484275,27577.573672521194,72573.76199390875
2022-05-19,50248.746139300674,28749.177636310338,72572.09790564855
2022-05-20,52301.215233358744,29339.74213908191,74187.73639084358
2022-05-21,50233.89711453869,27163.760759201126,72590.50749765564
2022-05-22,50835.83393069095,28620.051930005728,72631.54425781366
2022-05-23,49215.78286159192,27995.794905426934,71606.8344479208
2022-05-24,52137.00250926244,30630.79290639913,74488.96684485888
2022-05-25,49993.570925358916,26871.431833910883,71796.16686665251
2022-05-26,51261.19585805491,28421.553259348733,74037.67758188822
2022-05-27,53438.12127132339,29953.47239367991,75963.73562163045
2022-05-28,51480.611911613436,29451.836235431572,74345.58623273473
2022-05-29,52178.747427799644,30218.441474410494,72482.67504374868
2022-05-30,50642.58202640484,29555.845502047963,73276.68617790424
2022-05-31,53636.82981721501,32001.186655754977,76790.05164517724
2022-06-01,51557.07967741022,29309.290856302643,73296.4453480468
2022-06-02,52880.50424317258,30302.287581952416,75995.33120881589
2022-06-03,55106.67099711946,35147.24732428728,75875.69924205446
2022-06-04,53192.94089980289,29376.589217100343,75102.2823318621
2022-06-05,53930.18937680574,31458.152356250543,76108.98524606551
2022-06-06,52428.90847168483,29478.102427046702,73944.22061591703
2022-06-07,55453.8525732362,32177.097419923757,77435.20160590403
2022-06-08,53400.2331485173,32146.060282879815,76824.26178544841
2022-06-09,54744.427987694304,33664.71504645028,78434.67319434285
2022-06-10,56984.81308872984,34892.36830169887,81272.98803317922
2022-06-11,55077.202044275815,33439.04257936136,78869.8328685508
2022-06-12,55810.62642581091,33773.92728750874,79617.70640116736
2022-06-13,54293.51397825209,31146.06955760978,77630.67537618002
2022-06-14,57288.424403271034,37961.10000988439,80934.86327661155
2022-06-15,55188.34500143243,32931.25969652306,76600.5615992101
2022-06-16,56467.50807913551,33846.05851825741,78442.59784826553
2022-06-17,58622.33433088838,37335.84032778315,79119.48943444046
2022-06-18,56606.98295340816,34200.64877429595,77675.46772696881
2022-06-19,57209.23783106895,35286.37338173216,79769.84486526402
2022-06-20,55536.7825303534,33189.33814582747,78237.19925936582
2022-06-21,58352.020041085416,36326.86692458505,79864.4423407329
2022-06-22,56048.43604275944,33639.4306346884,78694.26766381676
2022-06-23,57101.46459111551,35679.863049764215,78680.59628381146
2022-06-24,59009.45800971707,36647.44812915619,81465.49654130367
2022-06-25,56729.239990926435,34155.79969859514,78766.34359744548
2022-06-26,57051.970237645684,36403.46277486664,79514.6231964028
2022-06-27,55089.373164190205,31055.25958980566,76852.88211002215
2022-06-28,57608.487183978745,34594.90608584361,81149.24930828736
2022-06-29,55007.93475830149,33881.04087906273,79250.18473838831
2022-06-30,55768.67427130727,34198.1488028928,77201.90869782376
2022-07-01,57394.83840546365,36375.82482042828,78871.73193218707
2022-07-02,54849.141551944726,32423.45684190798,75619.4546449061
2022-07-03,54928.58865756734,32289.222032022775,76364.71942871124
2022-07-04,52750.54251803157,29131.93777188561,74423.06958897112
2022-07-05,55087.310825752,34160.35078515614,77379.01635895437
2022-07-06,52342.25806999138,31157.37166748244,74868.93109567596
2022-07-07,53000.408271902605,30707.249984713562,74447.13010835515
2022-07-08,54569.14798605346,32497.699062584274,77315.0519355209
2022-07-09,52013.516551448134,29422.398513527536,75141.35005690539
2022-07-10,52131.819989546006,30737.959621085716,74175.00748707239
2022-07-11,50041.628973400075,27885.714775602224,73171.59059233313
2022-07-12,52514.32489326565,30082.48724003676,75717.05934809624
2022-07-13,49951.20103904084,27353.556918193764,71686.84964550738
2022-07-14,50834.08596006237,28658.892330374358,72686.23847115686
2022-07-15,52666.0985555662,30419.89620348677,74546.5780642012
2022-07-16,50407.02113261102,29189.82329056059,73220.71726189453
2022-07-17,50849.025116175544,30051.4607642624,73126.39330936024
2022-07-18,49102.807255875945,26034.305168351584,70449.92938095503
2022-07-19,51932.296950760065,29263.695958089298,74364.35107961067
2022-07-20,49730.93757983125,27571.97254643476,70877.30533519943
2022-07-21,50972.50412678861,29234.796870344395,74087.22198407068
2022-07-22,53152.06143870174,31131.244723768577,75161.01250457148
2022-07-23,51221.543740151385,28765.3984486833,74525.5481398053
2022-07-24,51965.68433816122,29958.923159761798,73021.65606301166
2022-07-25,50488.34758285492,29867.144449204716,72224.21901615447
2022-07-26,53547.41808539651,30334.52860642559,75450.81754814014
2022-07-27,51531.244785532246,28867.65741049808,72562.92279867058
2022-07-28,52909.59734501799,30460.218440002955,75243.69118043192
2022-07-29,55174.73502457657,32544.401010861046,76810.5648696043
2022-07-30,53277.065243221994,30416.503688976292,74830.27621579438
2022-07-31,54001.11820020708,31656.991849725655,77973.04728730145
2022-08-01,52451.88802190272,29900.25433824517,76002.03451633727
2022-08-02,55389.69484039965,34223.34502461086,79417.87527902242
2022-08-03,53206.565837946175,30498.766983350724,75092.25575716908
2022-08-04,54377.09420855831,30891.779038437904,76837.64941151396
2022-08-05,56399.37866997931,34477.66416466956,78979.48073411932
2022-08-06,54230.52413785536,31774.44447429237,76986.74945234686
2022-08-07,54662.43420300732,34262.271669202324,76718.06577385998
2022-08-08,52807.95086367599,30823.256869522866,75243.28050941885
2022-08-09,55435.50150256742,33323.35865046546,79104.24618222097
2022-08-10,52945.25715854512,29400.068824439448,75015.6951389618
2022-08-11,53819.767323990935,33390.77359065421,77047.20461555068
2022-08-12,55564.68026269334,32778.07937173739,77037.99184797588
2022-08-13,53144.035720774926,28872.72064889489,73808.3709425772
2022-08-14,53355.86664535648,30127.008846312743,74840.6647520312
2022-08-15,51318.17088928037,30464.492016141303,73239.70018758369
2022-08-16,53803.41776519778,31980.363734166127,76193.25306787984
2022-08-17,51214.5976417932,27741.246251076824,73233.88846020488
2022-08-18,52035.783032094754,30037.33461567011,74606.20233678185
2022-08-19,53772.81240580599,32704.684539975588,76229.91489152315
2022-08-20,51388.584767009044,29159.872431960288,74591.78827076267
2022-08-21,51678.70167783296,30013.14687119669,74331.94268669156
2022-08-22,49757.51664563541,28641.639487868313,72660.93960857403
2022-08-23,52392.75461534469,29606.56127576911,74260.6612512457
2022-08-24,49981.706565225424,29036.200435223047,72259.03516044242
2022-08-25,51001.96354328634,28105.073877382747,73218.74242978252
2022-08-26,52952.29641888381,31814.118244062483,76687.2357815411
2022-08-27,50788.16374373645,27515.028289554066,73959.52378876068
2022-08-28,51297.57822340381,30304.280078058637,73496.12999732207
2022-08-29,49587.38518415497,26488.18298325458,72710.09009585337
2022-08-30,52418.10907875532,30723.73256114839,75150.32783336304
2022-08-31,50180.36636130641,27163.374028319253,73360.74056532077
2022-09-01,51345.80262519837,30330.342698016713,73880.18307382445
2022-09-02,53408.15425017309,30999.386159117395,74916.17067977706
2022-09-03,51318.91151721117,29996.765989671956,73677.89148779625
2022-09-04,51863.30901211827,30355.007417790086,72890.18729485101
2022-09-05,50146.69291913686,27005.62877803972,73393.18653952151
2022-09-06,52929.41847575206,28816.811016186755,74483.02835528573
2022-09-07,50603.27424573114,28111.794779949436,71919.09138413634
2022-09-08,51642.390584053246,30405.725486419695,75312.88507378622
2022-09-09,53544.2331945085,32417.016346677825,76421.84162562605
2022-09-10,51265.16055476567,29223.194429852603,74481.58071285329
2022-09-11,51596.27396201964,29253.226329673522,75095.8643023822
2022-09-12,49649.613766331306,26739.93671833772,71241.39500145738
2022-09-13,52192.85995466002,30358.552504692303,73777.30250375603
2022-09-14,49625.539419788765,27744.033838344316,72063.2194439249
2022-09-15,50429.7035894365,27606.98258324338,74678.14543349353
2022-09-16,52110.68406179339,30206.35669959206,75829.74910749248
2022-09-17,49632.41201309266,26993.812097445298,72382.51465521778
2022-09-18,49793.037168498835,27728.896646622055,71752.55349227582
2022-09-19,47710.906777627795,25885.355171038915,69043.4145483782
2022-09-20,50159.069268163075,29638.964024106335,71984.8410838549
2022-09-21,47541.31086507943,24276.001211646417,69144.71166746934
2022-09-22,48342.694069326455,25283.796493531856,72850.00686768588
2022-09-23,50070.20996726633,27814.593733623922,71298.36586051914
2022-09-24,47688.03344001897,24547.595988209974,69521.96873213013
2022-09-25,47993.11923634499,26182.422300289378,69651.29134472225
2022-09-26,46101.2003278937,23908.917208214643,68757.01481145428
2022-09-27,48781.35296239757,26785.13669003804,69999.19357446497
2022-09-28,46432.13521079754,24624.38426502234,69683.88482118814
2022-09-29,47532.265212138904,24744.367918127333,70798.31962380669
2022-09-30,49581.44727007426,27440.776455939467,72341.9450149178
2022-10-01,47535.830030127836,25442.3731026974,69205.4929000474
2022-10-02,48183.82897258841,26564.955775404076,69213.64933417746
2022-10-03,46632.36818450991,27141.97213631393,68953.75537965569
2022-10-04,49641.69882819835,27295.706369790747,70435.59497755446
2022-10-05,47601.79376070705,27123.6582405136,70275.02708015413
2022-10-06,48983.27703632671,26494.895694258907,71671.42596324661
2022-10-07,51278.48905991829,26807.801472663836,73149.95229329487
2022-10-08,49437.16453546229,28631.895015362737,70946.24200251678
2022-10-09,50242.448870123,29032.289209848994,73250.54549680525
2022-10-10,48797.30212711588,25191.01861807798,70879.43200246661
2022-10-11,51859.442954160106,30519.843270718236,74357.91041180279
2022-10-12,49817.827982841874,28233.847138470654,70935.72227269097
2022-10-13,51143.622624041935,28084.092795103963,74267.20747439902
2022-10-14,53331.26246321445,32108.824351364703,75323.80966956094
2022-10-15,51334.082131496616,28740.8938902053,72754.28182342729
2022-10-16,51940.23835815725,29945.10675346717,74091.74164854099
2022-10-17,50258.97862635233,27566.428911807106,72303.82475939377
2022-10-18,53055.41146784731,30632.731248276097,75303.18578726226
2022-10-19,50726.778523200715,28514.46189175113,74905.25165285547
2022-10-20,51753.19008936201,31754.152010668764,74380.3351393001
2022-10-21,53638.429891782085,31142.52099650813,74986.76538400255
2022-10-22,51345.313206080704,29718.925303610926,72411.61165044559
2022-10-23,51671.332741045226,28931.029528071613,73588.99778984979
2022-10-24,49734.65166612608,27441.595866586995,73555.56327038043
2022-10-25,52308.607753047094,28825.588035603203,74993.02231092849
2022-10-26,49797.73659917782,27297.04020408903,72389.06198073928
2022-10-27,50688.28290728349,28839.143317085265,72692.74581773789
2022-10-28,52488.812280583545,29922.162535262145,74882.31076138411
2022-10-29,50165.41349102632,29091.664912541335,71775.54531599313
2022-10-30,50517.23045705675,27870.14647926347,72550.06009172932
2022-10-31,48662.386977894785,25121.85115260426,71355.6830202603
2022-11-01,51372.47058427049,28182.670457011012,72973.37982242518
2022-11-02,49048.58451322486,28422.073204582524,72124.29209322749
2022-11-03,50171.936432264876,27083.13169206461,71892.22944328787
2022-11-04,52244.57463380386,29312.666408675417,72837.20981836322
2022-11-05,50224.758571139064,28618.61978982656,73818.12098670719
2022-11-06,50902.69861579284,29293.89412447892,74296.83630192741
2022-11-07,49386.72257159993,25641.73017506868,69851.51161083221
2022-11-08,52438.02878855652,30459.69562106164,74497.99062174684
2022-11-09,50447.027538242015,25755.83183330143,71840.60841127887
2022-11-10,51884.23130520201,28976.280112585955,73364.37362629262
2022-11-11,54241.2963393159,31312.167947588718,75868.77845268168
2022-11-12,52466.69379408388,28669.060144928706,74095.47374684077
2022-11-13,53341.73685280819,30629.316028903235,75752.97617090217
2022-11-14,51967.013208525386,30262.460131886695,73267.10773858853
2022-11-15,55097.37510961157,32373.630436926946,76945.39122783013
2022-11-16,53118.481759018825,31261.273224618435,75024.26240103577
2022-11-17,54497.8488001479,32357.455532520846,76420.93443117745
2022-11-18,56726.0024391739,35336.90878841986,79037.88346825229
2022-11-19,54752.212990357395,30240.376010200856,76769.81421114424
2022-11-20,55360.53209505354,32337.076987245477,76241.03437687189
2022-11-21,53656.18224245649,30669.549093086098,76000.88360354534
2022-11-22,56400.45154727581,33928.88737802924,78219.14274968523
2022-11-23,53987.0907587466,31026.833940075358,76820.73586916745
2022-11-24,54893.17081723598,32089.86068332315,78224.27100222689
2022-11-25,56620.00339252344,32656.008757485226,79960.66045192695
2022-11-26,54128.60525369923,31234.24448814344,76018.80061574245
2022-11-27,54215.43777586765,32901.66476072819,76675.23485498279
2022-11-28,51998.47810671976,30747.52951087766,74904.95444517175
2022-11-29,54251.78342763666,32363.492504683196,76855.07372916129
2022-11-30,51381.554139619984,28077.12840022943,73736.38522953857
2022-12-01,51876.66327216265,27654.598154595937,72740.08814668495
2022-12-02,53249.26341014516,31752.215423328907,77371.35660762498
2022-12-03,50469.96048575258,29493.60455734964,74128.97985464131
2022-12-04,50343.29363850711,28629.27531205726,71948.1964396299
2022-12-05,47993.58474783222,25729.424628348912,69534.42677406101
2022-12-06,50199.32514183708,30267.249331827705,71143.28161570973
2022-12-07,47369.110201476666,25778.122454769044,68820.44306379545
2022-12-08,47992.09273205221,25153.386886689343,69744.93134415419
2022-12-09,49578.568557032646,28317.290970266484,73641.57218258343
2022-12-10,47095.1843672509,25582.599093091627,68701.56216611051
2022-12-11,47340.50622253378,25435.12731523485,69758.14198324693
2022-12-12,45431.01003343308,22601.233546108586,66170.72409216063
2022-12-13,48135.657842913744,27202.173508384443,68723.34023650517
2022-12-14,45852.06563753939,23422.264079533707,68110.49287220775
2022-12-15,47057.22740235272,25788.681939396534,69512.25762226786
2022-12-16,49248.40171822696,26283.026151976228,70326.27807600301
2022-12-17,47378.64297655759,26438.417732119597,70105.93815319955
2022-12-18,48232.70706758368,26449.37759430453,69707.55110945988
2022-12-19,46913.38397925902,24591.450096550765,70175.23118679716
2022-12-20,50176.41213051055,27416.701887664483,72027.45335419275
2022-12-21,48406.97131132715,25920.27183321663,71663.25561396961
2022-12-22,50070.71046670189,26922.85734175249,72481.56698720895
2022-12-23,52654.908755461634,29795.77022133851,74882.68846803994
2022-12-24,51104.24491201079,27689.73914739685,72612.63385770917
2022-12-25,52196.898729213055,32011.93336324709,75499.98970175395
2022-12-26,51031.03223042418,28402.52631579342,74135.18388545248
2022-12-27,54359.80178003693,30984.11643499604,75917.35574679167
2022-12-28,52567.89581593989,30882.166499541057,75390.87587139776
2022-12-29,54122.5536882749,32784.07533256759,76459.5808025698
2022-12-30,56514.664730484226,34582.38292583463,77931.98151227881
2022-12-31,54694.42470494409,31977.67974048631,75694.38663930667
2023-01-01,55447.27690657823,34658.26152320533,77903.56796493438
2023-01-02,53880.19020385022,34004.82432182932,75348.62321991146
2023-01-03,56756.43108567302,35085.53296605583,77459.34581757497
2023-01-04,54471.83115557901,31971.916496395723,76078.731203099
2023-01-05,55505.51306139694,33151.21000676961,77602.25351059984
2023-01-06,57360.682023052286,34176.68472842369,78505.96523967717
2023-01-07,54999.96844489158,31879.380861543712,77369.2264187076
2023-01-08,55221.05731427488,32690.495343379578,76644.07150265697
2023-01-09,53142.66492629015,31624.37539709201,75843.41246244592
2023-01-10,55539.02787866372,32843.490117746864,77097.41952179554
2023-01-11,52815.91305566809,30650.537162917662,74601.61405251476
2023-01-12,53461.11807290501,31015.08026580299,74393.20488622022
2023-01-13,54985.07486567493,33466.87458331181,77598.22826659177
2023-01-14,52356.04631917295,31008.656472295857,74073.81603883179
2023-01-15,52375.65483889855,29646.56951592267,75609.14500806424
2023-01-16,50164.80530531233,28477.705702936917,72715.38159420992
2023-01-17,52498.167932564014,29479.38609676234,73232.61879480667
2023-01-18,49780.22899735424,27681.12264731095,73576.59597966871
2023-01-19,50495.87686689336,27697.636838062273,70485.81340558914
2023-01-20,52151.13274891528,30395.20174040387,74256.52500517412
2023-01-21,49708.51169253717,27299.301470890514,71607.90370953055
2023-01-22,49962.74741002699,27424.98215530169,72227.652186443
2023-01-23,48026.937199916974,25979.286944052663,72231.69912352863
2023-01-24,50667.265747124286,26727.987644611083,72543.77614149873
2023-01-25,48279.3085727844,24987.779975630958,67885.54232421346
2023-01-26,49338.87517355811,28399.916163666057,71801.78825627512
2023-01-27,51342.993888125886,28056.125645062715,73002.04098631759
2023-01-28,49245.516855329086,28162.44605101285,71283.83871600643
2023-01-29,49833.07187840279,28720.937796750946,72137.16552076775
2023-01-30,48211.41136120957,25893.485041288553,71056.59247790773
2023-01-31,51140.311715724754,27738.628069587267,72714.52647051268
2023-02-01,49010.01959147159,27824.360740980268,70282.43998146181
2023-02-02,50292.20157109433,28745.964161741278,73938.24453719854
2023-02-03,52480.99710036513,30897.333935889324,75259.02617704422
2023-02-04,50528.651921116514,29410.586191263308,74099.5494468909
2023-02-05,51221.458916015334,29507.67987750928,72674.12707957755
2023-02-06,49666.057794679975,28715.914927267415,72689.38981849623
2023-02-07,52624.24940192484,30870.794306803702,74516.18596394805
2023-02-08,50489.32441009279,29021.035193121403,72972.46069245065
2023-02-09,51736.867367302446,29018.143264643153,74422.46735611884
2023-02-10,53865.640971441615,30540.205635458322,75078.27367541008
2023-02-11,51833.03355278216,27463.590616808542,72498.16011412695
2023-02-12,52430.80282088439,29244.350479625675,74040.97295369742
2023-02-13,50771.17369617699,28090.859063895266,71630.06028522637
2023-02-14,53621.45244535245,30991.930098080084,76173.96502537372
2023-02-15,51380.163174885165,29861.939540695188,73672.1589349484
2023-02-16,52527.673611322374,29444.86244318096,76565.30664542667
2023-02-17,54566.92048435838,33961.18400919573,76075.33917626993
2023-02-18,52458.72226944023,30637.910694724964,75070.1159812871
2023-02-19,52997.416311043475,29694.726818444804,73899.91079130335
2023-02-20,51296.881190364365,31006.66587664578,75035.59286014023
2023-02-21,54125.10859364759,31401.820770167204,77264.80732309619
2023-02-22,51880.3317158389,29458.980965364386,73575.56156216734
2023-02-23,53041.67702463347,30809.108586962455,75669.9263986523
2023-02-24,55109.948535516414,31994.751169892315,76959.32521937042
2023-02-25,53043.030161772345,29888.661963902996,74025.40362312847
2023-02-26,53631.640020680934,32194.916085896562,75159.73248880841
2023-02-27,51985.49357323574,29332.49198888419,73947.64039792889
2023-02-28,54868.03514998053,33699.600055443225,77965.04716542274
2023-03-01,52672.73962181813,30744.05537276102,76401.59882590678
2023-03-02,53873.945365318425,32091.10789801597,75567.51829476943
2023-03-03,55967.82176283365,34835.20188252946,78635.6777976207
2023-03-04,53907.95084973717,33432.580043154994,76492.82829221916
2023-03-05,54481.25117221391,33051.04061030027,78266.63238734764
2023-03-06,52794.29523034911,30978.712783232615,76089.56805822233
2023-03-07,55608.17503729832,34139.014562710225,78359.36742807992
2023-03-08,53314.91316555436,29507.288673763604,74495.60530827584
2023-03-09,54388.376807801986,29941.757723462586,77286.65883620466
2023-03-10,56325.29534545199,33665.433752834615,78184.08878183755
2023-03-11,54080.85924629496,30499.43147484612,74598.51082751235
2023-03-12,54444.62757434878,32137.89988265297,76659.25317370455
2023-03-13,52526.79573731189,30790.553487169436,75201.12690421866
2023-03-14,55092.979276863436,31936.00683493868,78584.81194476108
2023-03-15,52540.513331120186,29722.148990835667,74590.86573298147
2023-03-16,53349.228469586866,32948.93764440343,75774.87450580248
2023-03-17,55022.307385458895,34253.50922116669,76541.05001456906
2023-03-18,52521.70495709903,32535.12600932633,75096.50199975255
2023-03-19,52643.864208773746,29347.139374393853,75751.02581080496
2023-03-20,50505.78544380783,29051.42216777408,72983.77959754317
2023-03-21,52879.61023369022,30403.8658947367,75711.15917188633
2023-03-22,50168.72582665013,27983.106492035025,72290.96965690986
2023-03-23,50858.35648901804,28130.482540356243,72092.1092786912
2023-03-24,52456.25178374867,31286.01363160278,74711.53838498716
2023-03-25,49927.959359460954,28164.758540675448,71826.39423992686
2023-03-26,50072.41923787361,27394.68628032987,72209.8016579634
